,Produce_Variety,Commodity_Type,Unit,Volume_in_Kgs,Values_in_Ksh,Date,produce_variety,Type_of_Commodity,Package_Type,package_weight(Kg),Day,Month,Year,Price
1038,Cereals,Green Maize,Ext Bag,115,KES2860.00,7/1/2015,0,19,2,115,1,7,2015,2860
1039,Cereals,Finger Millet,Bag,90,KES6883.00,7/1/2015,0,16,0,90,1,7,2015,6883
1040,Cereals,Sorghum,Bag,90,KES3856.00,7/1/2015,0,35,0,90,1,7,2015,3856
1041,Cereals,Wheat,Bag,90,KES3915.00,7/1/2015,0,39,0,90,1,7,2015,3915
1042,Legumes,Beans Canadian,Bag,90,KES6595.00,7/1/2015,2,1,0,90,1,7,2015,6595
1043,Legumes,Beans Rosecoco,Bag,90,KES6302.00,7/1/2015,2,3,0,90,1,7,2015,6302
1044,Legumes,Beans Mwitemania,Bag,90,KES5685.00,7/1/2015,2,2,0,90,1,7,2015,5685
1045,Legumes,Mwezi Moja,Bag,90,KES6201.00,7/1/2015,2,27,0,90,1,7,2015,6201
1046,Legumes,Dolichos (Njahi),Bag,90,KES10509.00,7/1/2015,2,14,0,90,1,7,2015,10509
1047,Legumes,Green Gram,Bag,90,KES10252.00,7/1/2015,2,18,0,90,1,7,2015,10252
1048,Legumes,Cowpeas,Bag,90,KES6525.00,7/1/2015,2,12,0,90,1,7,2015,6525
1049,Legumes,Fresh Peas,Bag,51,KES2525.00,7/1/2015,2,17,0,51,1,7,2015,2525
1050,Legumes,Groundnuts,Bag,110,KES13713.00,7/1/2015,2,20,0,110,1,7,2015,13713
1051,Roots & Tubers,Red Irish Potatoes,Bag,110,KES1840.00,7/1/2015,3,33,0,110,1,7,2015,1840
1052,Roots & Tubers,White Irish Potatoes,Bag,110,KES2002.00,7/1/2015,3,40,0,110,1,7,2015,2002
1053,Roots & Tubers,Cassava Fresh,Bag,99,KES1912.00,7/1/2015,3,8,0,99,1,7,2015,1912
1054,Roots & Tubers,Sweet Potatoes,Bag,98,KES2764.00,7/1/2015,3,37,0,98,1,7,2015,2764
1055,Cereals,Dry Maize,Bag,90,KES2910.00,8/25/2015,0,15,0,90,25,8,2015,2910
1056,Cereals,Green Maize,Ext Bag,115,KES2557.00,8/25/2015,0,19,2,115,25,8,2015,2557
1057,Cereals,Finger Millet,Bag,90,KES6714.00,8/25/2015,0,16,0,90,25,8,2015,6714
1058,Cereals,Sorghum,Bag,90,KES3683.00,8/25/2015,0,35,0,90,25,8,2015,3683
1059,Cereals,Wheat,Bag,90,KES3674.00,8/25/2015,0,39,0,90,25,8,2015,3674
1060,Legumes,Beans Canadian,Bag,90,KES6187.00,8/25/2015,2,1,0,90,25,8,2015,6187
1061,Legumes,Beans Rosecoco,Bag,90,KES5850.00,8/25/2015,2,3,0,90,25,8,2015,5850
1062,Legumes,Beans Mwitemania,Bag,90,KES5277.00,8/25/2015,2,2,0,90,25,8,2015,5277
1063,Legumes,Mwezi Moja,Bag,90,KES5579.00,8/25/2015,2,27,0,90,25,8,2015,5579
1064,Legumes,Dolichos (Njahi),Bag,90,KES10733.00,8/25/2015,2,14,0,90,25,8,2015,10733
1065,Legumes,Green Gram,Bag,90,KES9354.00,8/25/2015,2,18,0,90,25,8,2015,9354
1066,Legumes,Cowpeas,Bag,90,KES6291.00,8/25/2015,2,12,0,90,25,8,2015,6291
1067,Legumes,Fresh Peas,Bag,51,KES2078.00,8/25/2015,2,17,0,51,25,8,2015,2078
1068,Legumes,Groundnuts,Bag,110,KES12313.00,8/25/2015,2,20,0,110,25,8,2015,12313
1069,Roots & Tubers,Red Irish Potatoes,Bag,110,KES1823.00,8/25/2015,3,33,0,110,25,8,2015,1823
1070,Roots & Tubers,White Irish Potatoes,Bag,110,KES1915.00,8/25/2015,3,40,0,110,25,8,2015,1915
1071,Roots & Tubers,Cassava Fresh,Bag,99,KES1907.00,8/25/2015,3,8,0,99,25,8,2015,1907
1072,Roots & Tubers,Sweet Potatoes,Bag,98,KES2723.00,8/25/2015,3,37,0,98,25,8,2015,2723
1073,Cereals,Dry Maize,Bag,90,KES2726.00,9/25/2015,0,15,0,90,25,9,2015,2726
1074,Cereals,Green Maize,Ext Bag,115,KES2415.00,9/25/2015,0,19,2,115,25,9,2015,2415
1075,Cereals,Finger Millet,Bag,90,KES6568.00,9/25/2015,0,16,0,90,25,9,2015,6568
1076,Cereals,Sorghum,Bag,90,KES3683.00,9/25/2015,0,35,0,90,25,9,2015,3683
1077,Cereals,Wheat,Bag,90,KES3493.00,9/25/2015,0,39,0,90,25,9,2015,3493
1078,Legumes,Beans Canadian,Bag,90,KES5939.00,9/25/2015,2,1,0,90,25,9,2015,5939
1079,Legumes,Beans Rosecoco,Bag,90,KES5794.00,9/25/2015,2,3,0,90,25,9,2015,5794
1080,Legumes,Beans Mwitemania,Bag,90,KES5171.00,9/25/2015,2,2,0,90,25,9,2015,5171
1081,Legumes,Mwezi Moja,Bag,90,KES5367.00,9/25/2015,2,27,0,90,25,9,2015,5367
1082,Legumes,Dolichos (Njahi),Bag,90,KES10751.00,9/25/2015,2,14,0,90,25,9,2015,10751
1083,Legumes,Green Gram,Bag,90,KES9266.00,9/25/2015,2,18,0,90,25,9,2015,9266
1084,Legumes,Cowpeas,Bag,90,KES6203.00,9/25/2015,2,12,0,90,25,9,2015,6203
1085,Legumes,Fresh Peas,Bag,51,KES2192.00,9/25/2015,2,17,0,51,25,9,2015,2192
1086,Legumes,Groundnuts,Bag,110,KES12575.00,9/25/2015,2,20,0,110,25,9,2015,12575
1087,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2518.00,9/25/2015,3,33,0,110,25,9,2015,2518
1088,Roots & Tubers,White Irish Potatoes,Bag,110,KES2656.00,9/25/2015,3,40,0,110,25,9,2015,2656
1089,Roots & Tubers,Cassava Fresh,Bag,99,KES1991.00,9/25/2015,3,8,0,99,25,9,2015,1991
1090,Roots & Tubers,Sweet Potatoes,Bag,98,KES2801.00,9/25/2015,3,37,0,98,25,9,2015,2801
1091,Cereals,Dry Maize,Bag,90,KES2718.00,10/25/2015,0,15,0,90,25,10,2015,2718
1092,Cereals,Green Maize,Ext Bag,115,KES2490.00,10/25/2015,0,19,2,115,25,10,2015,2490
1093,Cereals,Finger Millet,Bag,90,KES6598.00,10/25/2015,0,16,0,90,25,10,2015,6598
1094,Cereals,Sorghum,Bag,90,KES3784.00,10/25/2015,0,35,0,90,25,10,2015,3784
1095,Cereals,Wheat,Bag,90,KES3519.00,10/25/2015,0,39,0,90,25,10,2015,3519
1096,Legumes,Beans Canadian,Bag,90,KES6125.00,10/25/2015,2,1,0,90,25,10,2015,6125
1097,Legumes,Beans Rosecoco,Bag,90,KES6088.00,10/25/2015,2,3,0,90,25,10,2015,6088
1098,Legumes,Beans Mwitemania,Bag,90,KES5603.00,10/25/2015,2,2,0,90,25,10,2015,5603
1099,Legumes,Mwezi Moja,Bag,90,KES5617.00,10/25/2015,2,27,0,90,25,10,2015,5617
1100,Legumes,Dolichos (Njahi),Bag,90,KES10546.00,10/25/2015,2,14,0,90,25,10,2015,10546
1101,Legumes,Green Gram,Bag,90,KES9582.00,10/25/2015,2,18,0,90,25,10,2015,9582
1102,Legumes,Cowpeas,Bag,90,KES6265.00,10/25/2015,2,12,0,90,25,10,2015,6265
1103,Legumes,Fresh Peas,Bag,51,KES2587.00,10/25/2015,2,17,0,51,25,10,2015,2587
1104,Legumes,Groundnuts,Bag,110,KES12691.00,10/25/2015,2,20,0,110,25,10,2015,12691
1105,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2975.00,10/25/2015,3,33,0,110,25,10,2015,2975
1106,Roots & Tubers,White Irish Potatoes,Bag,110,KES3139.00,10/25/2015,3,40,0,110,25,10,2015,3139
1107,Roots & Tubers,Cassava Fresh,Bag,99,KES1938.00,10/25/2015,3,8,0,99,25,10,2015,1938
1108,Roots & Tubers,Sweet Potatoes,Bag,98,KES2895.00,10/25/2015,3,37,0,98,25,10,2015,2895
1109,Cereals,Dry Maize,Bag,90,KES2669.00,11/25/2015,0,15,0,90,25,11,2015,2669
1110,Cereals,Green Maize,Ext Bag,115,KES2599.00,11/25/2015,0,19,2,115,25,11,2015,2599
1111,Cereals,Finger Millet,Bag,90,KES6687.00,11/25/2015,0,16,0,90,25,11,2015,6687
1112,Cereals,Sorghum,Bag,90,KES3671.00,11/25/2015,0,35,0,90,25,11,2015,3671
1113,Cereals,Wheat,Bag,90,KES3509.00,11/25/2015,0,39,0,90,25,11,2015,3509
1114,Legumes,Beans Canadian,Bag,90,KES6109.00,11/25/2015,2,1,0,90,25,11,2015,6109
1115,Legumes,Beans Rosecoco,Bag,90,KES6200.00,11/25/2015,2,3,0,90,25,11,2015,6200
1116,Legumes,Beans Mwitemania,Bag,90,KES5746.00,11/25/2015,2,2,0,90,25,11,2015,5746
1117,Legumes,Mwezi Moja,Bag,90,KES5811.00,11/25/2015,2,27,0,90,25,11,2015,5811
1118,Legumes,Dolichos (Njahi),Bag,90,KES11256.00,11/25/2015,2,14,0,90,25,11,2015,11256
1119,Legumes,Green Gram,Bag,90,KES10033.00,11/25/2015,2,18,0,90,25,11,2015,10033
1120,Legumes,Cowpeas,Bag,90,KES6230.00,11/25/2015,2,12,0,90,25,11,2015,6230
1121,Legumes,Fresh Peas,Bag,51,KES2967.00,11/25/2015,2,17,0,51,25,11,2015,2967
1122,Legumes,Groundnuts,Bag,110,KES12881.00,11/25/2015,2,20,0,110,25,11,2015,12881
1123,Roots & Tubers,Red Irish Potatoes,Bag,110,KES3566.00,11/25/2015,3,33,0,110,25,11,2015,3566
1124,Roots & Tubers,White Irish Potatoes,Bag,110,KES3770.00,11/25/2015,3,40,0,110,25,11,2015,3770
1125,Roots & Tubers,Cassava Fresh,Bag,99,KES2101.00,11/25/2015,3,8,0,99,25,11,2015,2101
1126,Roots & Tubers,Sweet Potatoes,Bag,98,KES3000.00,11/25/2015,3,37,0,98,25,11,2015,3000
1127,Cereals,Dry Maize,Bag,90,KES2610.00,12/25/2015,0,15,0,90,25,12,2015,2610
1128,Cereals,Green Maize,Ext Bag,115,KES2535.00,12/25/2015,0,19,2,115,25,12,2015,2535
1129,Cereals,Finger Millet,Bag,90,KES6469.00,12/25/2015,0,16,0,90,25,12,2015,6469
1130,Cereals,Sorghum,Bag,90,KES3776.00,12/25/2015,0,35,0,90,25,12,2015,3776
1131,Cereals,Wheat,Bag,90,KES3768.00,12/25/2015,0,39,0,90,25,12,2015,3768
1132,Legumes,Beans Canadian,Bag,90,KES6031.00,12/25/2015,2,1,0,90,25,12,2015,6031
1133,Legumes,Beans Rosecoco,Bag,90,KES6123.00,12/25/2015,2,3,0,90,25,12,2015,6123
1134,Legumes,Beans Mwitemania,Bag,90,KES5727.00,12/25/2015,2,2,0,90,25,12,2015,5727
1135,Legumes,Mwezi Moja,Bag,90,KES5715.00,12/25/2015,2,27,0,90,25,12,2015,5715
1136,Legumes,Dolichos (Njahi),Bag,90,KES12622.00,12/25/2015,2,14,0,90,25,12,2015,12622
1137,Legumes,Green Gram,Bag,90,KES9962.00,12/25/2015,2,18,0,90,25,12,2015,9962
1138,Legumes,Cowpeas,Bag,90,KES6239.00,12/25/2015,2,12,0,90,25,12,2015,6239
1139,Legumes,Fresh Peas,Bag,51,KES3582.00,12/25/2015,2,17,0,51,25,12,2015,3582
1140,Legumes,Groundnuts,Bag,110,KES12986.00,12/25/2015,2,20,0,110,25,12,2015,12986
1141,Roots & Tubers,Red Irish Potatoes,Bag,110,KES2805.00,12/25/2015,3,33,0,110,25,12,2015,2805
1142,Roots & Tubers,White Irish Potatoes,Bag,110,KES2885.00,12/25/2015,3,40,0,110,25,12,2015,2885
1143,Roots & Tubers,Cassava Fresh,Bag,99,KES2097.00,12/25/2015,3,8,0,99,25,12,2015,2097
1144,Roots & Tubers,Sweet Potatoes,Bag,98,KES3067.00,12/25/2015,3,37,0,98,25,12,2015,3067
